2015년_ [교양과목 성적평가 분포_(대학)_],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준년도,학교명,학기,교양과목 성적인정 총학생수,만점평점,등급(평점)별 학생수 및 비율,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A+,,A0,,A-,,B+,,B0,,B-,,C+,,C0,,C-,,D+,,D0,,D-,,F,
2014,남부대학교 _본교,1학기,"6,178",4.5,963,15.6,769,12.4,0,0,"1,287",20.8,736,11.9,0,0,"1,069",17.3,583,9.4,0,0,229,3.7,193,3.1,0,0,349,5.6
2014,남부대학교 _본교,2학기,"5,468",4.5,894,16.3,749,13.7,0,0,"1,120",20.5,649,11.9,0,0,777,14.2,521,9.5,0,0,197,3.6,328,6,0,0,233,4.3
2014,남서울대학교 _본교,1학기,"19,172",4.5,"2,632",13.7,"1,520",7.9,0,0,"4,689",24.5,"1,816",9.5,0,0,"4,970",25.9,"1,593",8.3,0,0,489,2.6,371,1.9,0,0,"1,092",5.7
2014,남서울대학교 _본교,2학기,"18,632",4.5,"2,963",15.9,"1,430",7.7,0,0,"4,866",26.1,"1,452",7.8,0,0,"4,807",25.8,"1,457",7.8,0,0,365,2,296,1.6,0,0,996,5.3
2014,남서울대학교(산업대) _본교(폐교),1학기,"9,037",4.5,"1,905",21.1,889,9.8,0,0,"2,355",26.1,715,7.9,0,0,"2,031",22.5,633,7,0,0,138,1.5,94,1,0,0,277,3.1
2014,남서울대학교(산업대) _본교(폐교),2학기,"9,871",4.5,"1,831",18.5,769,7.8,0,0,"2,591",26.2,695,7,0,0,"2,541",25.7,784,7.9,0,0,207,2.1,147,1.5,0,0,306,3.1
2014,단국대학교 _본교,1학기,"32,307",4.5,"5,422",16.8,"2,643",8.2,0,0,"8,663",26.8,"2,609",8.1,0,0,"7,563",23.4,"2,149",6.7,0,0,845,2.6,773,2.4,0,0,"1,640",5.1
2014,단국대학교 _본교,2학기,"28,961",4.5,"5,112",17.7,"2,281",7.9,0,0,"7,905",27.3,"2,246",7.8,0,0,"7,169",24.8,"1,960",6.8,0,0,726,2.5,626,2.2,0,0,936,3.2
2014,단국대학교 _제2캠퍼스,1학기,"37,769",4.5,"5,653",15,"3,475",9.2,0,0,"9,290",24.6,"3,756",9.9,0,0,"9,159",24.3,"3,185",8.4,0,0,"1,138",3,825,2.2,0,0,"1,288",3.4
2014,단국대학교 _제2캠퍼스,2학기,"33,614",4.5,"5,363",16,"2,921",8.7,0,0,"8,543",25.4,"3,083",9.2,0,0,"8,687",25.8,"2,535",7.5,0,0,847,2.5,796,2.4,0,0,839,2.5
2014,대구가톨릭대학교 _본교,1학기,"33,733",4.5,"3,506",10.4,"3,536",10.5,0,0,"8,647",25.6,"3,871",11.5,0,0,"8,305",24.6,"3,208",9.5,0,0,688,2,595,1.8,0,0,"1,377",4.1
2014,대구가톨릭대학교 _본교,2학기,"30,862",4.5,"3,654",11.8,"3,065",9.9,0,0,"8,340",27,"3,178",10.3,0,0,"7,935",25.7,"2,619",8.5,0,0,529,1.7,438,1.4,0,0,"1,104",3.6
2014,대구교육대학교 _본교,1학기,"4,055",4.5,654,16.1,396,9.8,0,0,"1,260",31.1,381,9.4,0,0,"1,022",25.2,190,4.7,0,0,58,1.4,59,1.5,0,0,35,0.9
2014,대구교육대학교 _본교,2학기,"3,991",4.5,597,15,473,11.9,0,0,"1,286",32.2,337,8.4,0,0,"1,020",25.6,167,4.2,0,0,47,1.2,27,0.7,0,0,37,0.9
2014,대구대학교 _본교,1학기,"40,503",4.5,"4,948",12.2,"3,296",8.1,0,0,"10,466",25.8,"4,808",11.9,0,0,"10,092",24.9,"3,483",8.6,0,0,"1,180",2.9,602,1.5,0,0,"1,628",4
2014,대구대학교 _본교,2학기,"35,972",4.5,"4,554",12.7,"2,997",8.3,0,0,"9,409",26.2,"4,130",11.5,0,0,"9,462",26.3,"2,780",7.7,0,0,847,2.4,439,1.2,0,0,"1,354",3.8
2014,대구사이버대학교 _본교,1학기,"2,066",4.5,360,17.4,234,11.3,0,0,461,22.3,248,12,0,0,324,15.7,207,10,0,0,37,1.8,48,2.3,0,0,147,7.1
2014,대구사이버대학교 _본교,2학기,"2,182",4.5,392,18,290,13.3,0,0,490,22.5,263,12.1,0,0,373,17.1,139,6.4,0,0,54,2.5,37,1.7,0,0,144,6.6
2014,대구예술대학교 _본교,1학기,"2,499",4.5,605,24.2,259,10.4,0,0,422,16.9,242,9.7,0,0,284,11.4,205,8.2,0,0,53,2.1,58,2.3,0,0,371,14.8
2014,대구예술대학교 _본교,2학기,"2,323",4.5,691,29.7,224,9.6,0,0,402,17.3,237,10.2,0,0,280,12.1,174,7.5,0,0,77,3.3,36,1.5,0,0,202,8.7
2014,대구외국어대학교 _본교,1학기,393,4.5,61,15.5,17,4.3,0,0,118,30,20,5.1,0,0,109,27.7,17,4.3,0,0,4,1,13,3.3,0,0,34,8.7
2014,대구외국어대학교 _본교,2학기,328,4.5,43,13.1,23,7,0,0,81,24.7,27,8.2,0,0,65,19.8,33,10.1,0,0,12,3.7,2,0.6,0,0,42,12.8
2014,대구한의대학교 _본교,1학기,"17,303",4.5,"1,852",10.7,"1,324",7.7,0,0,"3,889",22.5,"2,352",13.6,0,0,"3,429",19.8,"1,710",9.9,0,0,526,3,767,4.4,0,0,"1,454",8.4
2014,대구한의대학교 _본교,2학기,"13,387",4.5,"1,436",10.7,"1,001",7.5,0,0,"3,200",23.9,"1,847",13.8,0,0,"2,650",19.8,"1,390",10.4,0,0,438,3.3,392,2.9,0,0,"1,033",7.7
2014,대신대학교 _본교,1학기,525,4.5,77,14.7,101,19.2,0,0,94,17.9,83,15.8,0,0,39,7.4,31,5.9,0,0,11,2.1,39,7.4,0,0,50,9.5
2014,대신대학교 _본교,2학기,501,4.5,83,16.6,81,16.2,0,0,127,25.3,90,18,0,0,55,11,21,4.2,0,0,8,1.6,5,1,0,0,31,6.2
2014,대전가톨릭대학교 _본교,1학기,288,4.5,48,16.7,90,31.3,0,0,83,28.8,36,12.5,0,0,18,6.3,12,4.2,0,0,0,0,1,0.3,0,0,0,0
2014,대전가톨릭대학교 _본교,2학기,298,4.5,98,32.9,63,21.1,0,0,49,16.4,36,12.1,0,0,20,6.7,17,5.7,0,0,6,2,8,2.7,0,0,1,0.3
2014,대전대학교 _본교,1학기,"24,622",4.5,"4,517",18.3,"2,289",9.3,0,0,"6,576",26.7,"2,721",11.1,0,0,"4,661",18.9,"1,633",6.6,0,0,522,2.1,387,1.6,0,0,"1,316",5.3
2014,대전대학교 _본교,2학기,"22,996",4.5,"4,502",19.6,"1,936",8.4,0,0,"6,428",28,"2,188",9.5,0,0,"4,670",20.3,"1,415",6.2,0,0,449,2,360,1.6,0,0,"1,048",4.6
2014,대전신학교 _본교(폐교),1학기,23,4.5,1,4.3,1,4.3,1,4.3,3,13,2,8.7,4,17.4,4,17.4,2,8.7,2,8.7,1,4.3,0,0,1,4.3,1,4.3
2014,대전신학교 _본교(폐교),2학기,18,4.5,1,5.6,1,5.6,0,0,1,5.6,3,16.7,3,16.7,1,5.6,1,5.6,5,27.8,0,0,1,5.6,1,5.6,0,0
2014,대전신학대학교 _본교,1학기,478,4.5,89,18.6,53,11.1,39,8.2,87,18.2,59,12.3,43,9,29,6.1,14,2.9,36,7.5,7,1.5,8,1.7,5,1,9,1.9
2014,대전신학대학교 _본교,2학기,400,4.5,86,21.5,29,7.3,22,5.5,108,27,47,11.8,29,7.3,20,5,9,2.3,42,10.5,0,0,1,0.3,3,0.8,4,1
2014,대진대학교 _본교,1학기,"21,108",4.5,"3,645",17.3,"2,137",10.1,0,0,"5,045",23.9,"2,139",10.1,0,0,"4,541",21.5,"1,380",6.5,0,0,527,2.5,364,1.7,0,0,"1,330",6.3
2014,대진대학교 _본교,2학기,"18,016",4.5,"3,229",17.9,"1,775",9.9,0,0,"4,356",24.2,"1,852",10.3,0,0,"3,747",20.8,"1,373",7.6,0,0,423,2.3,248,1.4,0,0,"1,013",5.6
2014,덕성여자대학교 _본교,1학기,"12,445",4.5,"2,932",23.6,"1,165",9.4,0,0,"3,995",32.1,"1,022",8.2,0,0,"2,223",17.9,445,3.6,0,0,137,1.1,97,0.8,0,0,429,3.4
2014,덕성여자대학교 _본교,2학기,"12,017",4.5,"1,972",16.4,563,4.7,0,0,"4,645",38.7,"1,017",8.5,0,0,"2,795",23.3,516,4.3,0,0,166,1.4,66,0.5,0,0,277,2.3
2014,동국대학교 _본교,1학기,"33,922",4.5,"7,090",20.9,"3,498",10.3,0,0,"10,495",30.9,"4,180",12.3,0,0,"5,270",15.5,"1,263",3.7,0,0,516,1.5,290,0.9,0,0,"1,320",3.9
2014,동국대학교 _본교,2학기,"31,825",4.5,"6,286",19.8,"3,472",10.9,0,0,"9,439",29.7,"3,835",12.1,0,0,"5,543",17.4,"1,389",4.4,0,0,589,1.9,267,0.8,0,0,"1,005",3.2
2014,동국대학교(경주) _분교,1학기,"19,883",4.5,"3,532",17.8,"2,137",10.7,0,0,"4,905",24.7,"2,531",12.7,0,0,"3,638",18.3,"1,178",5.9,0,0,422,2.1,228,1.1,0,0,"1,312",6.6
2014,동국대학교(경주) _분교,2학기,"19,145",4.5,"3,265",17.1,"1,685",8.8,0,0,"5,364",28,"2,446",12.8,0,0,"3,571",18.7,"1,200",6.3,0,0,326,1.7,266,1.4,0,0,"1,022",5.3
2014,동덕여자대학교 _본교,1학기,"14,779",4.5,"2,711",18.3,"1,576",10.7,0,0,"3,975",26.9,"1,593",10.8,0,0,"2,673",18.1,930,6.3,0,0,362,2.4,312,2.1,0,0,647,4.4
2014,동덕여자대학교 _본교,2학기,"13,624",4.5,"2,449",18,"1,371",10.1,0,0,"3,756",27.6,"1,473",10.8,0,0,"2,483",18.2,913,6.7,0,0,295,2.2,315,2.3,0,0,569,4.2
2014,동명대학교 _본교,1학기,"20,843",4.5,"3,665",17.6,"2,188",10.5,0,0,"5,059",24.3,"2,189",10.5,0,0,"3,389",16.3,"1,366",6.6,0,0,476,2.3,487,2.3,0,0,"2,024",9.7
2014,동명대학교 _본교,2학기,"18,457",4.5,"3,754",20.3,"1,702",9.2,0,0,"4,627",25.1,"1,707",9.2,0,0,"3,139",17,"1,170",6.3,0,0,423,2.3,387,2.1,0,0,"1,548",8.4
2014,동서대학교 _본교,1학기,"38,977",4.5,"7,291",18.7,"4,850",12.4,0,0,"8,844",22.7,"4,315",11.1,0,0,"6,351",16.3,"2,976",7.6,0,0,"1,217",3.1,841,2.2,0,0,"2,292",5.9
2014,동서대학교 _본교,2학기,"35,836",4.5,"6,798",19,"4,391",12.3,0,0,"7,967",22.2,"3,950",11,0,0,"6,043",16.9,"2,718",7.6,0,0,"1,260",3.5,773,2.2,0,0,"1,936",5.4
2014,동신대학교 _본교,1학기,"17,426",4.5,"3,017",17.3,"1,471",8.4,0,0,"4,274",24.5,"1,848",10.6,0,0,"4,520",25.9,"1,207",6.9,0,0,355,2,251,1.4,0,0,483,2.8
2014,동신대학교 _본교,2학기,"15,513",4.5,"2,756",17.8,"1,368",8.8,0,0,"3,842",24.8,"1,577",10.2,0,0,"3,649",23.5,"1,182",7.6,0,0,385,2.5,304,2,0,0,450,2.9
2014,동아대학교 _본교,1학기,"32,565",4.5,"6,238",19.2,"3,206",9.8,0,0,"7,256",22.3,"2,744",8.4,0,0,"7,723",23.7,"2,399",7.4,0,0,871,2.7,683,2.1,0,0,"1,445",4.4
2014,동아대학교 _본교,2학기,"27,530",4.5,"5,673",20.6,"2,414",8.8,0,0,"6,385",23.2,"1,947",7.1,0,0,"6,615",24,"2,027",7.4,0,0,697,2.5,518,1.9,0,0,"1,254",4.6
2014,동양대학교 _본교,1학기,"6,262",4.5,"1,168",18.7,629,10,0,0,"1,297",20.7,519,8.3,0,0,"1,024",16.4,374,6,0,0,584,9.3,226,3.6,0,0,441,7
2014,동양대학교 _본교,2학기,"6,517",4.5,"1,190",18.3,659,10.1,0,0,"1,325",20.3,616,9.5,0,0,"1,117",17.1,410,6.3,0,0,629,9.7,206,3.2,0,0,365,5.6
2014,동의대학교 _본교,1학기,"23,845",4.5,"3,607",15.1,"2,623",11,0,0,"5,002",21,"2,481",10.4,0,0,"5,514",23.1,"2,197",9.2,0,0,709,3,556,2.3,0,0,"1,156",4.8
2014,동의대학교 _본교,2학기,"23,512",4.5,"3,837",16.3,"2,431",10.3,0,0,"5,129",21.8,"2,157",9.2,0,0,"5,551",23.6,"2,121",9,0,0,655,2.8,522,2.2,0,0,"1,109",4.7
2014,디지털서울문화예술대학교 _본교,1학기,"4,124",4.5,847,20.5,384,9.3,0,0,"1,261",30.6,388,9.4,0,0,637,15.4,121,2.9,0,0,35,0.8,6,0.1,0,0,445,10.8
2014,디지털서울문화예술대학교 _본교,2학기,"3,863",4.5,753,19.5,386,10,0,0,"1,144",29.6,400,10.4,0,0,708,18.3,92,2.4,0,0,9,0.2,0,0,0,0,371,9.6
2014,루터대학교 _본교,1학기,"1,358",4.3,106,7.8,121,8.9,89,6.6,286,21.1,113,8.3,78,5.7,201,14.8,75,5.5,77,5.7,21,1.5,21,1.5,43,3.2,127,9.4
2014,루터대학교 _본교,2학기,"1,223",4.3,102,8.3,134,11,62,5.1,157,12.8,180,14.7,66,5.4,146,11.9,105,8.6,48,3.9,35,2.9,33,2.7,65,5.3,90,7.4
2014,명지대학교 _본교,1학기,"22,191",4.5,"2,960",13.3,"3,358",15.1,0,0,"5,761",26,"2,699",12.2,0,0,"3,587",16.2,"1,902",8.6,0,0,442,2,313,1.4,0,0,"1,169",5.3
2014,명지대학교 _본교,2학기,"19,888",4.5,"2,784",14,"2,968",14.9,0,0,"5,295",26.6,"2,313",11.6,0,0,"3,366",16.9,"1,710",8.6,0,0,362,1.8,249,1.3,0,0,841,4.2
2014,명지대학교 _제2캠퍼스,1학기,"19,750",4.5,"2,673",13.5,"2,935",14.9,0,0,"5,437",27.5,"2,183",11.1,0,0,"3,358",17,"1,488",7.5,0,0,406,2.1,330,1.7,0,0,940,4.8
2014,명지대학교 _제2캠퍼스,2학기,"16,811",4.5,"2,386",14.2,"2,559",15.2,0,0,"4,588",27.3,"1,914",11.4,0,0,"2,888",17.2,"1,316",7.8,0,0,293,1.7,267,1.6,0,0,600,3.6
2014,목원대학교 _본교,1학기,"23,835",4.5,"3,057",12.8,"1,224",5.1,0,0,"6,854",28.8,"2,594",10.9,0,0,"5,518",23.2,"1,907",8,0,0,603,2.5,604,2.5,0,0,"1,474",6.2
2014,목원대학교 _본교,2학기,"21,943",4.5,"2,961",13.5,"1,096",5,0,0,"6,542",29.8,"2,198",10,0,0,"5,175",23.6,"1,770",8.1,0,0,599,2.7,439,2,0,0,"1,163",5.3
2014,목포가톨릭대학교 _본교,1학기,"1,293",4.5,131,10.1,250,19.3,0,0,373,28.8,190,14.7,0,0,245,18.9,85,6.6,0,0,10,0.8,4,0.3,0,0,5,0.4
2014,목포가톨릭대학교 _본교,2학기,"1,159",4.5,149,12.9,170,14.7,0,0,239,20.6,119,10.3,0,0,356,30.7,100,8.6,0,0,11,0.9,11,0.9,0,0,4,0.3
2014,목포대학교 _본교,1학기,"9,986",4.5,"1,878",18.8,"1,417",14.2,0,0,"1,842",18.4,929,9.3,0,0,"2,152",21.6,855,8.6,0,0,237,2.4,178,1.8,0,0,498,5
2014,목포대학교 _본교,2학기,"8,924",4.5,"2,065",23.1,"1,065",11.9,0,0,"1,701",19.1,760,8.5,0,0,"1,950",21.9,716,8,0,0,168,1.9,146,1.6,0,0,353,4
2014,목포해양대학교 _본교,1학기,"4,402",4.5,606,13.8,569,12.9,0,0,862,19.6,748,17,0,0,434,9.9,417,9.5,0,0,282,6.4,214,4.9,0,0,270,6.1
2014,목포해양대학교 _본교,2학기,"3,288",4.5,497,15.1,352,10.7,0,0,578,17.6,540,16.4,0,0,449,13.7,410,12.5,0,0,165,5,124,3.8,0,0,173,5.3
2014,배재대학교 _본교,1학기,"24,775",4.5,"3,323",13.4,"1,557",6.3,0,0,"6,565",26.5,"2,971",12,0,0,"5,739",23.2,"1,751",7.1,0,0,675,2.7,451,1.8,0,0,"1,743",7
2014,배재대학교 _본교,2학기,"22,408",4.5,"3,044",13.6,"1,258",5.6,0,0,"6,089",27.2,"2,559",11.4,0,0,"5,125",22.9,"1,557",6.9,0,0,686,3.1,427,1.9,0,0,"1,663",7.4
2014,백석대학교 _본교,1학기,"41,138",4.5,"7,312",17.8,"3,688",9,0,0,"11,142",27.1,"4,247",10.3,0,0,"8,112",19.7,"2,581",6.3,0,0,738,1.8,673,1.6,0,0,"2,645",6.4
2014,백석대학교 _본교,2학기,"36,563",4.5,"6,803",18.6,"3,329",9.1,0,0,"10,294",28.2,"3,364",9.2,0,0,"7,319",20,"2,298",6.3,0,0,752,2.1,627,1.7,0,0,"1,777",4.9
2014,부경대학교 _본교,1학기,"38,764",4.5,"8,549",22.1,"4,374",11.3,0,0,"10,866",28,"3,787",9.8,0,0,"5,197",13.4,"1,550",4,0,0,"2,142",5.5,672,1.7,0,0,"1,627",4.2
2014,부경대학교 _본교,2학기,"35,021",4.5,"8,424",24.1,"3,539",10.1,0,0,"10,214",29.2,"3,158",9,0,0,"4,757",13.6,"1,237",3.5,0,0,"2,033",5.8,554,1.6,0,0,"1,105",3.2
2014,부산가톨릭대학교 _본교,1학기,"6,553",4.5,"1,149",17.5,507,7.7,0,0,"1,588",24.2,635,9.7,0,0,"1,144",17.5,581,8.9,0,0,322,4.9,214,3.3,0,0,413,6.3
2014,부산가톨릭대학교 _본교,2학기,"6,249",4.5,"1,065",17,534,8.5,0,0,"1,553",24.9,678,10.8,0,0,"1,080",17.3,582,9.3,0,0,248,4,233,3.7,0,0,276,4.4
2014,부산교육대학교 _본교,1학기,"3,094",4.5,541,17.5,336,10.9,0,0,"1,013",32.7,479,15.5,0,0,540,17.5,115,3.7,0,0,24,0.8,13,0.4,0,0,33,1.1
2014,부산교육대학교 _본교,2학기,"2,742",4.5,363,13.2,168,6.1,0,0,"1,087",39.6,481,17.5,0,0,484,17.7,106,3.9,0,0,15,0.5,14,0.5,0,0,24,0.9
2014,부산대학교 _본교,1학기,"31,188",4.5,"7,672",24.6,"3,548",11.4,0,0,"8,687",27.9,"2,953",9.5,0,0,"4,907",15.7,"1,239",4,0,0,354,1.1,351,1.1,0,0,"1,477",4.7
2014,부산대학교 _본교,2학기,"29,132",4.5,"7,873",27,"3,393",11.6,0,0,"8,024",27.5,"2,648",9.1,0,0,"4,185",14.4,"1,203",4.1,0,0,312,1.1,295,1,0,0,"1,199",4.1
2014,부산디지털대학교 _본교,1학기,"1,985",4.5,497,25,185,9.3,0,0,580,29.2,173,8.7,0,0,325,16.4,65,3.3,0,0,42,2.1,53,2.7,0,0,65,3.3
2014,부산디지털대학교 _본교,2학기,"2,154",4.5,612,28.4,100,4.6,0,0,672,31.2,109,5.1,0,0,467,21.7,54,2.5,0,0,31,1.4,23,1.1,0,0,86,4
2014,부산외국어대학교 _본교,1학기,"9,769",4.5,"1,545",15.8,720,7.4,0,0,"2,677",27.4,"1,194",12.2,0,0,"1,628",16.7,709,7.3,0,0,312,3.2,184,1.9,0,0,800,8.2
2014,부산외국어대학교 _본교,2학기,"8,710",4.5,"1,400",16.1,655,7.5,0,0,"2,421",27.8,"1,087",12.5,0,0,"1,501",17.2,550,6.3,0,0,260,3,140,1.6,0,0,696,8
2014,부산장신대학교 _본교,1학기,535,4.5,59,11,43,8,30,5.6,134,25,50,9.3,35,6.5,67,12.5,26,4.9,36,6.7,15,2.8,10,1.9,13,2.4,17,3.2
2014,부산장신대학교 _본교,2학기,436,4.5,64,14.7,39,8.9,16,3.7,148,33.9,46,10.6,17,3.9,57,13.1,14,3.2,9,2.1,4,0.9,5,1.1,8,1.8,9,2.1
2014,사이버한국외국어대학교 _본교,1학기,"2,981",4.5,705,23.6,265,8.9,0,0,783,26.3,228,7.6,0,0,540,18.1,131,4.4,0,0,75,2.5,16,0.5,0,0,238,8
2014,사이버한국외국어대학교 _본교,2학기,"2,991",4.5,806,26.9,180,6,0,0,866,29,152,5.1,0,0,543,18.2,115,3.8,0,0,92,3.1,25,0.8,0,0,212,7.1
2014,삼육대학교 _본교,1학기,"13,732",4.5,"2,894",21.1,"1,288",9.4,0,0,"4,486",32.7,"1,303",9.5,0,0,"2,209",16.1,511,3.7,0,0,135,1,178,1.3,0,0,728,5.3
2014,삼육대학교 _본교,2학기,"12,169",4.5,"2,628",21.6,"1,045",8.6,0,0,"4,151",34.1,"1,075",8.8,0,0,"2,090",17.2,464,3.8,0,0,136,1.1,135,1.1,0,0,445,3.7
2014,상명대학교 _본교,1학기,"18,001",4.5,"3,390",18.8,"1,707",9.5,0,0,"4,868",27,"1,667",9.3,0,0,"3,413",19,"1,021",5.7,0,0,451,2.5,365,2,0,0,"1,119",6.2
2014,상명대학교 _본교,2학기,"16,388",4.5,"3,214",19.6,"1,451",8.9,0,0,"4,589",28,"1,389",8.5,0,0,"3,295",20.1,881,5.4,0,0,406,2.5,241,1.5,0,0,922,5.6
2014,상명대학교(천안) _분교,1학기,"18,895",4.5,"3,412",18.1,"1,763",9.3,0,0,"5,326",28.2,"1,698",9,0,0,"3,832",20.3,"1,283",6.8,0,0,461,2.4,333,1.8,0,0,787,4.2
2014,상명대학교(천안) _분교,2학기,"18,657",4.5,"3,639",19.5,"1,836",9.8,0,0,"5,108",27.4,"1,983",10.6,0,0,"3,388",18.2,"1,198",6.4,0,0,551,3,325,1.7,0,0,629,3.4
2014,상지대학교 _본교,1학기,"18,508",4.5,"2,032",11,"1,384",7.5,0,0,"4,362",23.6,"2,628",14.2,0,0,"3,234",17.5,"1,764",9.5,0,0,648,3.5,730,3.9,0,0,"1,726",9.3
2014,상지대학교 _본교,2학기,"16,650",4.5,"1,821",10.9,"1,318",7.9,0,0,"4,042",24.3,"2,258",13.6,0,0,"3,302",19.8,"1,675",10.1,0,0,553,3.3,459,2.8,0,0,"1,222",7.3
2014,상지대학교 _본교,3학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,상지대학교 _본교,4학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,서강대학교 _본교,1학기,"21,965",4.3,"3,457",15.7,"2,369",10.8,"1,638",7.5,"4,849",22.1,"2,356",10.7,"1,203",5.5,"2,483",11.3,"1,727",7.9,697,3.2,345,1.6,209,1,125,0.6,507,2.3
2014,서강대학교 _본교,2학기,"18,865",4.3,"3,235",17.1,"2,002",10.6,"1,473",7.8,"4,339",23,"1,750",9.3,988,5.2,"2,560",13.6,"1,102",5.8,552,2.9,249,1.3,142,0.8,111,0.6,362,1.9
2014,서경대학교 _본교,1학기,"14,358",4.5,"2,754",19.2,"1,375",9.6,0,0,"4,031",28.1,"1,473",10.3,0,0,"2,632",18.3,738,5.1,0,0,233,1.6,212,1.5,0,0,910,6.3
2014,서경대학교 _본교,2학기,"12,804",4.5,"2,510",19.6,"1,200",9.4,0,0,"3,633",28.4,"1,175",9.2,0,0,"2,372",18.5,683,5.3,0,0,216,1.7,209,1.6,0,0,806,6.3
2014,서남대학교 _본교,1학기,"1,152",4.5,112,9.7,91,7.9,0,0,242,21,163,14.1,0,0,271,23.5,149,12.9,0,0,33,2.9,22,1.9,0,0,69,6
2014,서남대학교 _본교,2학기,904,4.5,98,10.8,66,7.3,0,0,228,25.2,89,9.8,0,0,201,22.2,142,15.7,0,0,18,2,22,2.4,0,0,40,4.4
2014,서남대학교 _제2캠퍼스,1학기,"1,341",4.5,99,7.4,99,7.4,0,0,277,20.7,161,12,0,0,287,21.4,146,10.9,0,0,42,3.1,33,2.5,0,0,197,14.7
2014,서남대학교 _제2캠퍼스,2학기,963,4.5,92,9.6,63,6.5,0,0,218,22.6,96,10,0,0,207,21.5,106,11,0,0,19,2,30,3.1,0,0,132,13.7
2014,서울과학기술대학교 _본교,1학기,"19,859",4.5,"2,016",10.2,"3,900",19.6,0,0,"4,066",20.5,"3,882",19.5,0,0,"3,560",17.9,925,4.7,0,0,347,1.7,172,0.9,0,0,991,5
2014,서울과학기술대학교 _본교,2학기,"17,154",4.5,"1,957",11.4,"3,706",21.6,0,0,"3,561",20.8,"3,228",18.8,0,0,"2,766",16.1,884,5.2,0,0,276,1.6,139,0.8,0,0,637,3.7
2014,서울과학기술대학교(산업대) _본교(폐교),1학기,"8,272",4.5,"1,168",14.1,"1,832",22.1,0,0,"1,657",20,"1,466",17.7,0,0,"1,365",16.5,293,3.5,0,0,112,1.4,97,1.2,0,0,282,3.4
2014,서울과학기술대학교(산업대) _본교(폐교),2학기,"6,975",4.5,848,12.2,"1,422",20.4,0,0,"1,374",19.7,"1,326",19,0,0,"1,130",16.2,341,4.9,0,0,132,1.9,120,1.7,0,0,282,4
2014,서울교육대학교 _본교,1학기,"3,997",4.5,819,20.5,383,9.6,0,0,"1,170",29.3,317,7.9,0,0,849,21.2,176,4.4,0,0,50,1.3,42,1.1,0,0,191,4.8
2014,서울교육대학교 _본교,2학기,"3,718",4.5,840,22.6,294,7.9,0,0,"1,116",30,284,7.6,0,0,862,23.2,150,4,0,0,51,1.4,46,1.2,0,0,75,2
2014,서울기독대학교 _본교,1학기,"1,648",4.5,221,13.4,221,13.4,0,0,268,16.3,242,14.7,0,0,193,11.7,181,11,0,0,85,5.2,78,4.7,0,0,159,9.6
2014,서울기독대학교 _본교,2학기,"1,519",4.5,250,16.5,204,13.4,0,0,369,24.3,175,11.5,0,0,232,15.3,116,7.6,0,0,38,2.5,65,4.3,0,0,70,4.6
2014,서울대학교 _본교,1학기,"34,289",4.3,"7,522",21.9,"5,205",15.2,"2,959",8.6,"6,734",19.6,"3,281",9.6,"1,628",4.7,"3,922",11.4,"1,220",3.6,643,1.9,326,1,202,0.6,132,0.4,515,1.5
2014,서울대학교 _본교,2학기,"31,078",4.3,"7,243",23.3,"4,678",15.1,"2,556",8.2,"6,379",20.5,"2,800",9,"1,237",4,"3,604",11.6,998,3.2,530,1.7,279,0.9,168,0.5,134,0.4,472,1.5
2014,서울디지털대학교 _본교,1학기,"9,527",4.5,"1,904",20,"1,280",13.4,0,0,"2,876",30.2,"1,339",14.1,0,0,"1,265",13.3,495,5.2,0,0,185,1.9,183,1.9,0,0,0,0
2014,서울디지털대학교 _본교,2학기,"9,613",4.5,"1,738",18.1,"1,374",14.3,0,0,"2,620",27.3,"1,654",17.2,0,0,"1,331",13.8,586,6.1,0,0,193,2,117,1.2,0,0,0,0
2014,서울사이버대학교 _본교,1학기,"10,149",4.5,"1,367",13.5,"1,476",14.5,0,0,"2,825",27.8,"1,208",11.9,0,0,"1,704",16.8,711,7,0,0,332,3.3,161,1.6,0,0,365,3.6
2014,서울사이버대학교 _본교,2학기,"10,845",4.5,"1,558",14.4,"1,629",15,0,0,"3,242",29.9,"1,001",9.2,0,0,"1,974",18.2,759,7,0,0,343,3.2,89,0.8,0,0,250,2.3
2014,서울시립대학교 _본교,1학기,"18,924",4.5,"2,848",15,"2,367",12.5,0,0,"3,933",20.8,"4,969",26.3,0,0,"2,335",12.3,862,4.6,0,0,330,1.7,242,1.3,0,0,"1,038",5.5
2014,서울시립대학교 _본교,2학기,"16,321",4.5,"2,636",16.2,"1,871",11.5,0,0,"3,342",20.5,"4,321",26.5,0,0,"1,817",11.1,771,4.7,0,0,298,1.8,201,1.2,0,0,"1,064",6.5
2014,서울신학대학교 _본교,1학기,"5,312",4.5,693,13,476,9,276,5.2,"1,288",24.2,535,10.1,266,5,967,18.2,287,5.4,185,3.5,0,0,147,2.8,0,0,192,3.6
